"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize","corrected_nationality"
"NULL","Aaron Klug","Nobel Prize in Chemistry","1926-08-11","1926-01-01T00:00:00+02:00","{Lithuania|Želva}","NULL","NULL","NULL","NULL","NULL","Trinity College Cambridge","{Chemistry|Biophysics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ImmigrantsToTheUnitedKingdom|JewishChemists|JewishScientists|LithuanianEmigrantsToSouthAfrica|LithuanianNobelLaureates|LivingPeople|Academician109759069|AcademicsOfBirkbeckUniversityOfLondon|Acquirer109764201|Adult109605289|AfricanScientists|AlumniOfPeterhouseCambridge|AlumniOfTrinityCollegeCambridge|Alumnus109786338|Associate109816771|Biophysicist109856267|Biophysicists|BritishChemists|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Citizen109923673|Colleague109935990|Communicator109610660|Educator110045713|Emigrant110051975|HeadOfState110164747|Honoree110183757|Immigrant110199489|Intellectual109621545|Laureate110249011|LivingThing100004258|Negotiator110351874|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|President110467179|Professional110480253|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FellowsOfTheRoyalSociety|Migrant110314952|National109625401|PhysicalEntity100001930|PresidentsOfTheRoyalSociety|SouthAfricanEmigrantsToTheUnitedKingdom|SouthAfricanNobelLaureates|SouthAfricanScientists|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInChemistry|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Manfred Eigen","Nobel Prize in Chemistry","1927-05-09","1927-01-01T00:00:00+02:00","{Weimar Republic|Bochum}","NULL","NULL","NULL","Germany","NULL","University of Göttingen","Biophysical chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|GermanScientists|LivingPeople|Acquirer109764201|Adult109605289|Alumnus109786338|Biophysicist109856267|Biophysicists|CausalAgent100007347|Chemist109913824|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|Lector110252222|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FaradayLecturers|PhysicalEntity100001930|StudienstiftungAlumni|NobelLaureatesInChemistry|PeopleFromBochum|PeopleFromTheProvinceOfWestphalia|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"Oláh György","George Andrew Olah","{Tolman Award|Nobel Prize in Chemistry|Priestley Medal}","1927-05-22","1927-01-01T00:00:00+02:00","{Hungary|Budapest}","NULL","NULL","{Hungarians|United States}","NULL","NULL","Budapest University of Technology and Economics","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HungarianAgnostics|HungarianChemists|HungarianEmigrantsToTheUnitedStates|HungarianNobelLaureates|HungarianScientists|LivingPeople|Acquirer109764201|Agnostic109779124|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Citizen109923673|Emigrant110051975|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|National109625401|PhysicalEntity100001930|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInChemistry|PeopleFromBudapest|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Harry Markowitz","{John von Neumann Theory Prize|Nobel Memorial Prize in Economic Sciences}","1927-08-24","1927-01-01T00:00:00+02:00","{Chicago|Illinois}","NULL","NULL","NULL","United States","NULL","University of Chicago","Financial economics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishAmericanScientists|JohnVonNeumannTheoryPrizeWinners|LivingPeople|Acquirer109764201|AmericanEconomists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Colleague109935990|Economist110043643|Gambler110118844|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|PrizeWinner109627807|Recipient109627906|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FellowsOfTheEconometricSociety|FinancialEconomists|PhysicalEntity100001930|RANDCorporationPeople|Winner110782791|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","K. Alex Müller","Nobel Prize in Physics","1927-04-20","1927-01-01T00:00:00+02:00","{Basel|Switzerland}","NULL","NULL","NULL","Switzerland","NULL","ETH Zurich","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson}","Nobel Prize in Physics","NULL"
"NULL","Alan MacDiarmid","{Nobel Prize in Chemistry|Franklin Institute}","1927-04-14","1927-01-01T00:00:00+02:00","Masterton","2007-02-07","{Philadelphia|Drexel Hill Pennsylvania}","NULL","NULL","NULL","{Victoria University of Wellington|University of Wisconsin–Madison|University of Cambridge}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Academician109759069|AcademicsOfTheUniversityOfStAndrews|Acquirer109764201|Adult109605289|AlumniOfSidneySussexCollegeCambridge|Alumnus109786338|AmericanPeopleOfNewZealandDescent|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheRoyalSociety|PhysicalEntity100001930|NewZealandChemists|NewZealandNobelLaureates|NobelLaureatesInChemistry|PeopleFromMasterton|PolymerScientistsAndEngineers|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Sydney Brenner","{Nobel Prize in Physiology or Medicine|King Faisal International Prize|Copley Medal|Harvey Prize}","1927-01-13","1927-01-01T00:00:00+02:00","{Gauteng|South Africa|Germiston}","NULL","NULL","NULL","South Africa","NULL","{University of the Witwatersrand|University of California Berkeley|University of Oxford}","Biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Geneticists|JewishScientists|LivingPeople|WhiteSouthAfricanPeople|Acquirer109764201|AlumniOfExeterCollegeOxford|AlumniOfKing'sCollegeCambridge|Alumnus109786338|Associate109816771|Biologist109855630|CausalAgent100007347|Colleague109935990|Contestant109613191|Geneticist110126424|Golfer110136959|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|Worker109632518|YagoLegalActorGeo|FellowsOfKing'sCollegeCambridge|FellowsOfTheRoyalSociety|PhysicalEntity100001930|RoyalMedalWinners|SouthAfricanBiologists|SouthAfricanNobelLaureates|NobelLaureatesInPhysiologyOrMedicine|PeopleFromGermiston|PhageWorkers|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","César Milstein","{Franklin Medal|Nobel Prize in Physiology or Medicine|Wolf Prize in Medicine|William Bate Hardy Prize}","1927-10-08","1927-01-01T00:00:00+02:00","{Bahía Blanca|Argentina}","2002-03-24","Cambridge","NULL","Argentina","NULL","{University of Buenos Aires|University of Cambridge}","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ImmigrantsToTheUnitedKingdom|Immunologists|JewishInventors|Acquirer109764201|AlumniOfFitzwilliamCollegeCambridge|Alumnus109786338|ArgentineNobelLaureates|ArgentineScientists|Associate109816771|Biologist109855630|BritishBiologists|BritishNobelLaureates|BritishPeopleOfArgentineDescent|CausalAgent100007347|Citizen109923673|Colleague109935990|Contestant109613191|Creator109614315|Golfer110136959|Honoree110183757|Immigrant110199489|Immunologist110199902|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FellowsOfDarwinCollegeCambridge|FellowsOfTheRoyalSociety|MedicalScientist110306004|Migrant110314952|National109625401|PhysicalEntity100001930|RoyalMedalWinners|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInPhysiologyOrMedicine|PeopleFromBah%C3%ADaBlanca|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Frank Sherwood Rowland","{Japan Prize|Tolman Award|Nobel Prize in Chemistry}","1927-06-28","1927-01-01T00:00:00+02:00","Delaware Ohio","{2012-03-10|2012-03-11}","Newport Beach California","NULL","NULL","NULL","{Ohio Wesleyan University|University of Chicago}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JapanPrizeLaureates|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|OhioWesleyanUniversityAlumni|PeopleFromDelawareOhio|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Martin Lewis Perl","Nobel Prize in Physics","1927-06-24","1927-01-01T00:00:00+02:00","{New York City|New York}","NULL","NULL","NULL","United States","NULL","{Columbia University|New York University Polytechnic School of Engineering}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JewishAmericanScientists|LivingPeople|UnitedStatesMerchantMarineAcademyAlumni|Acquirer109764201|Alumnus109786338|AmericanChemicalEngineers|AmericanNobelLaureates|AmericanPeopleOfBelarusian-JewishDescent|AmericanPhysicists|CausalAgent100007347|Engineer109615807|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|PhysicalEntity100001930|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","John Vane","{Nobel Prize in Physiology or Medicine|Lasker Award}","1927-03-29","1927-01-01T00:00:00+02:00","{Worcestershire|Tardebigge}","2004-11-19","{Kent|Princess Royal University Hospital}","NULL","United Kingdom","NULL","{St Catherine's College Oxford|University of Birmingham}","Pharmacology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Academician109759069|AcademicsOfBartsAndTheLondonSchoolOfMedicineAndDentistry|AcademicsOfQueenMaryUniversityOfLondon|AcademicsOfTheUniversityOfLondon|Acquirer109764201|Adult109605289|AlumniOfStCatherine'sCollegeOxford|AlumniOfTheUniversityOfBirmingham|Alumnus109786338|Associate109816771|BritishNobelLaureates|CausalAgent100007347|Colleague109935990|Contestant109613191|Educator110045713|Golfer110136959|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Pharmacist110421470|Pharmacologist110421753|Player110439851|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|EnglishPeopleOfRussianDescent|EnglishPharmacologists|FellowsOfTheRoyalSociety|PhysicalEntity100001930|RoyalMedalWinners|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtKingEdward'sSchoolBirmingham|PeopleFromWorcestershire|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Herbert Kroemer","{Nobel Prize in Physics|IEEE Medal of Honor}","1928-08-25","1928-01-01T00:00:00+02:00","{Germany|Weimar|Weimar Republic}","NULL","NULL","NULL","Germany","NULL","{University of Göttingen|University of Jena}","{Electrical engineering|Applied physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanAtheists|GermanNobelLaureates|GermanPhysicists|LivingPeople|Acquirer109764201|Adult109605289|AmericanNobelLaureates|Atheist109820044|CausalAgent100007347|Disbeliever110015897|Educator110045713|Honoree110183757|Laureate110249011|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|EngineeringEducators|PhysicalEntity100001930|SemiconductorPhysicists|NobelLaureatesInPhysics|PeopleFromWeimar|YagoLegalActor}","Nobel Prize in Physics","NULL"
"James Dewey Watson","James Watson","{Nobel Prize in Physiology or Medicine|Copley Medal}","1928-04-06","1928-01-01T00:00:00+02:00","{Chicago|Illinois|United States}","NULL","NULL","NULL","United States","NULL","{University of Chicago|Indiana University}","Genetics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Elias James Corey","{Japan Prize|Franklin Medal|Wolf Prize in Chemistry|Nobel Prize in Chemistry|Priestley Medal}","1928-07-12","1928-01-01T00:00:00+02:00","Methuen Massachusetts","NULL","NULL","NULL","NULL","NULL","Massachusetts Institute of Technology","Organic chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GuggenheimFellows|JapanPrizeLaureates|LivingPeople|Acquirer109764201|AmericanChemists|AmericanNobelLaureates|AmericanPeopleOfLebaneseDescent|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|OrganicChemists|PeopleFromMethuenMassachusetts|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"Eliezer Wiesel","Elie Wiesel","{Presidential Medal of Freedom|Congressional Gold Medal|Legion of Honour|Order of the British Empire|Nobel Peace Prize}","{1928-09-09|1928-09-30}","1928-01-01T00:00:00+02:00","{Romania|Kingdom of Romania|Sighetu Marmației|Maramureș County}","NULL","NULL","NULL","United States","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|Writer|HungarianNobelLaureates|HungarianWriters|JewishAmericanNovelists|JewishTheologians|LivingPeople|TranslatorsToYiddish|UnitedNationsMessengersOfPeace|VictimsOfHumanRightsAbuses|Yiddish-languageWriters|Acquirer109764201|AmericanActivists|AmericanNobelLaureates|AmericanNovelists|AmericanPeopleOfHungarian-JewishDescent|AmericanPeopleOfRomanian-JewishDescent|AmericanReligiousWriters|AuschwitzConcentrationCampSurvivors|BiblicalScholars|BuchenwaldConcentrationCampSurvivors|CausalAgent100007347|Citizen109923673|Communicator109610660|Disputant109615465|Emigrant110051975|Honoree110183757|Inhabitant109620078|Inmate110207370|Intellectual109621545|Laureate110249011|Linguist110264219|LivingThing100004258|Messenger110311021|Militant110315837|Novelist110363573|Object100002684|Organism100004475|Person100007846|Recipient109627906|Reformer110515194|Scholar110557854|Survivor110681194|Theologian110705615|Translator110725280|Traveler109629752|Unfortunate109630641|Victim110752093|Whole100003553|Writer110794014|YagoLegalActorGeo|FrenchWriters|Migrant110314952|National109625401|PhysicalEntity100001930|Resident110523519|RomanianEmigrantsToTheUnitedStates|RomanianNobelLaureates|RomanianWriters|NaturalizedCitizensOfTheUnitedStates|Nazi-eraGhettoInmates|NobelPeacePrizeLaureates|PeopleFromSighetuMarma%C5%A3iei|YagoLegalActor}","Nobel Peace Prize","NULL"
"NULL","John Forbes Nash Jr.","{John von Neumann Theory Prize|Nobel Memorial Prize in Economic Sciences}","1928-06-13","1928-01-01T00:00:00+02:00","Bluefield West Virginia","NULL","NULL","NULL","United States","NULL","{Princeton University|Carnegie Institute of Technology|Carnegie Mellon University}","{Economics|Mathematics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GameTheorists|JohnVonNeumannTheoryPrizeWinners|LivingPeople|20th-centuryMathematicians|Acquirer109764201|Alumnus109786338|AmericanMathematicians|AmericanNobelLaureates|Associate109816771|BoardGameDesigners|CarnegieMellonUniversityAlumni|CausalAgent100007347|Colleague109935990|Expert109617867|Gambler110118844|Honoree110183757|Intellectual109621545|InteriorDesigner110210648|Laureate110249011|LivingThing100004258|Mathematician110301261|Object100002684|Organism100004475|Peer109626238|Person100007846|PrizeWinner109627807|Recipient109627906|Scholar110557854|Scientist110560637|Specialist110631941|Theorist110706812|Whole100003553|YagoLegalActorGeo|FellowsOfTheEconometricSociety|PhysicalEntity100001930|PrincetonUniversityAlumni|Winner110782791|NobelLaureatesInEconomics|PDETheorists|PeopleFromBluefieldWestVirginia|PeopleFromWestWindsorTownshipNewJersey|PeopleWithSchizophrenia|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","Osamu Shimomura","Nobel Prize in Chemistry","1928-08-27","1928-01-01T00:00:00+02:00","{Japan|Kyoto}","NULL","NULL","NULL","Japan","NULL","{Nagasaki University|Nagoya University}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JapaneseChemists|JapaneseNobelLaureates|LivingPeople|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromKyotoPrefecture|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
